,region1,region2,p_value,Cohen_d
0,Frontal_Sup_R,Amygdala_R,0.00043997752888436445,1.0028249015667943
1,Frontal_Sup_Medial_R,Putamen_R,0.0008967821932490554,0.8141452976675476
